PersonId,LastName,UsedFirstName,SchoolNameLongEn,FieldOfStudyEn,DiplomaLongEn,GraduationYear
16096,Desruisseaux,Paul,Harvard Business School,Business Law,Post-graduate studies,1935.0
1719,Dessaint,Alexis,Victoria University,Laws,Bachelor,
1719,Dessaint,Alexis,Laval University,Unknown,Unknown,
14071,Dessaulles,Georges-Casimir,Georgetown University,Arts,Bachelor,1848.0
13958,Devlin,Charles Ramsay,Laval University,Arts,Unknown,1881.0
10241,Devlin,Emmanuel Berchmans,Laval University,Arts,Bachelor,
10241,Devlin,Emmanuel Berchmans,McGill University,Civil Law,Bachelor,
6650,Devolin,Barry,University of Ottawa,Political Science,Bachelor,1985.0
6650,Devolin,Barry,Stoney Brook University,Political Science,Master,1987.0
11493,Dewar,Marion,University of Ottawa,Public Health,Diploma,1968.0
11493,Dewar,Marion,University of Ottawa,Science,Bachelor,1972.0
7851,Dewar,Paul,Carleton University,Economics and Political Science,Bachelor,1985.0
7851,Dewar,Paul,Queen's University,Education,Bachelor,1994.0
16004,Dhaliwal,Harbance Singh (Herb),University of British Columbia,Commerce,Bachelor,
13424,Dhaliwal,Sukh,University of Calgary,Engineering,Bachelor,
13424,Dhaliwal,Sukh,Southern Alberta Institute of Technology,Energy Management and utilization,Diploma,
9563,Dhalla,Ruby,University of Winnipeg,Biochemistry,Bachelor,1995.0
9563,Dhalla,Ruby,Canadian Memorial Chiropractic College,Chiropractic,Doctorate,1999.0
18562,Dhillon,Anju,Montreal University,Laws,Bachelor,
18562,Dhillon,Anju,Concordia University,Political Science,Bachelor,
18594,Di Iorio,Nicola,Sherbrooke University,Laws,Bachelor,1981.0
18594,Di Iorio,Nicola,Columbia University,Laws,Master,1983.0
9754,Di Nino,Consiglio,York University,Unknown,Unknown,
9754,Di Nino,Consiglio,University of Toronto,Unknown,Unknown,
3439,Dick,Paul Wyatt,University of Western Ontario,Arts,Bachelor,1962.0
3439,Dick,Paul Wyatt,University of New Brunswick,Laws,Bachelor,1967.0
16593,Dickey,Arthur Rupert,University of Toronto,Arts,Bachelor,
6168,Dickey,John Horace,Saint Mary's University,Arts,Bachelor,1936.0
6168,Dickey,John Horace,Dalhousie University,Laws,Bachelor,1940.0
17347,Dickson,Fred,Acadia University,Arts,Bachelor,1958.0
17347,Dickson,Fred,Dalhousie University,Laws,Bachelor,1962.0
2369,Diefenbaker,John George,University of Saskatchewan,Arts,Bachelor,1915.0
2369,Diefenbaker,John George,University of Saskatchewan,Arts,Master,1916.0
2369,Diefenbaker,John George,University of Saskatchewan,Laws,Bachelor,1919.0
15445,Dimock,Wilbert David,Acadia University,Arts,Bachelor,1867.0
12946,Dingwall,David Charles,Dalhousie University,Commerce,Bachelor,1974.0
12946,Dingwall,David Charles,Dalhousie University,Laws,Bachelor,1979.0
16868,Dinsdale,Walter Gilbert,University of Toronto,Arts,Master,1948.0
16868,Dinsdale,Walter Gilbert,McMaster University,Arts,Bachelor,
16868,Dinsdale,Walter Gilbert,University of Chicago,Sociology,Post-graduate education,
16868,Dinsdale,Walter Gilbert,Brandon College,Arts,Bachelor,
10934,Dion,Joseph-Alfred,Laval University,Laws,Bachelor,
10934,Dion,Joseph-Alfred,Laval University,French Literature and Language,Certificate,
13276,Dion,Rolland,Laval University,Unknown,Unknown,
10569,Dion,Stéphane,Laval University,Political Science,Bachelor,1977.0
10569,Dion,Stéphane,Laval University,Political Science,Master,1979.0
10569,Dion,Stéphane,Paris Institute of Political Studies,Sociology,Doctorate,1986.0
14138,Dionne,Georges-Léonidas,Laval University,Laws,Bachelor,
8105,Dionne,Ludger,Unknown,Arts,Master,
4327,Dionne,Maurice Adrian,St. Thomas University,Arts,Bachelor,
17936,Dionne Labelle,Pierre,Sherbrooke University,Economics,Unknown,
18420,Diotte,Kerry,Carleton University,Journalism,Bachelor,
